BRD Ref,BRD Type,SW Pos,BE FPGA IP,BE FPGA PORT,FE FPGA 0 IP,FE FPGA 0 PORT,FE FPGA 1 IP,FE FPGA 1 PORT,FE FPGA 2 IP,FE FPGA 2 PORT,FE FPGA 3 IP,FE FPGA 3 PORT
ADC0,PC3544M4,SP0,192.168.1.200,,192.168.1.201,48640,192.168.1.202,48641,192.168.1.203,48642,192.168.1.204,48643
